FID,Relief,Conf_R,Slope_MIN,Slope_MAX,Slope_MEAN,LDfG_MAX,LDfG_MEAN,Depth_MIN,Depth_MAX,Depth_MEAN,prc_pit,pit_no,prc_vall,prc_holl,Area,Perimeter,MBG_Width,MBG_Length,MBG_Orient,MBG_W_L,Area_CH,CH_Score,Dissect,Depth_RAN,PP_Score,LDfG_VAR,QuLDfG_Ran
101,4.88,3.352783203,0.285828948,33.37652969,5.458614107,823.5695801,818.8981686,-1193.596802,-1180.795166,-1187.906679,8.221562527,2,53.04233888,3.182540333,56046.3,991.4,225.813,337.257,3.1,0.669557637054235,61960.5,0.9,0.45,12.8,0.72,568362.45,4
102,5.79,0.609619141,0,3.72142148,1.495434928,366.0647888,364.4888303,-734.8728027,-731.5200195,-733.3727931,25.55793118,0,53.73718864,3.931989412,45363.7,1023.5,167.644,426.488,22.5,0.393080227345201,50270.7,0.9,0.46,3.35,0.55,89693.56,4
103,2.13,0.609558105,0.285827905,34.93693161,12.34684312,504.7488098,493.0731037,-874.1663818,-835.7615967,-862.0427827,6.764261121,0,2.1138316,13.10575592,70318.5,2228.7,235.343,763.636,148.3,0.308187408660671,132895.19,0.53,0.32,38.4,0.18,183246.58,4
104,1.52,0,0.571652949,2.303191423,1.472954622,474.8783875,474.4910329,-843.9912109,-842.7720337,-843.4641469,57.50008967,0,42.59265902,0,6979.7,309.2,89.304,101.434,107.8,0.880414851036142,7092.25,0.98,0.47,1.22,0.92,167682.91,4
105,1.52,0.30480957,0,5.987304688,2.162252922,463.6007996,463.0747622,-832.713623,-830.8848267,-832.0941733,20.46021695,0,47.21588525,6.295451366,9444.4,403.9,87.343,162.984,116.5,0.535899229372208,9841.18,0.96,0.36,1.83,0.73,158463.52,4
106,3.05,2.133605957,0,31.58056831,8.757894781,302.3616028,259.263329,-671.7792358,-533.0952148,-628.2110549,6.090844504,1,21.69277696,18.13197556,317253,4689.4,540.288,1531.204,111.6,0.352851742811539,579361.8,0.55,0.31,138.68,0.18,37738.24,4
107,15.24,3.962402344,0.285833329,16.32029152,6.334486186,245.6687927,234.4925128,-615.0864258,-583.387207,-603.4665905,22.0675716,0,16.51598126,27.06400291,107098.3,1497.1,334.081,515.833,127.9,0.647653407207371,124297.38,0.86,0.37,31.7,0.6,28727.71,3
108,2.74,0.30480957,0,11.9824152,3.390959898,258.4703674,257.0584203,-627.2783813,-622.4016113,-625.9914796,0,0,31.15030786,41.25311041,17655.5,543.6,105.799,214.139,0.2,0.494066937830101,18564.36,0.95,0.27,4.88,0.75,36886.44,4
109,3.05,1.219238281,0.808417678,5.946850777,3.116854232,465.1247864,463.8980687,-834.5424194,-831.4943848,-833.0033554,36.40441323,1,24.26960883,12.13480441,12249.2,405.1,115.348,141.575,125.9,0.814748366590147,12390.64,0.99,0.52,3.05,0.94,159119.67,4
110,3.35,2.438476563,1.666118741,15.63213062,7.765848319,789.4320068,781.921013,-1159.764038,-1138.427979,-1151.135963,0.55905649,0,12.85829925,35.22055883,26587.9,683.6,164.632,242.084,166.4,0.680061466267907,29379.41,0.9,0.41,21.34,0.72,513975.74,4
111,3.66,0.914428711,0.639126182,15.18502426,5.308743824,276.1487732,273.9351165,-645.8712158,-637.336792,-643.004019,0,0,0,21.28703999,17456.8,489.6,137.892,164.969,75.7,0.83586613242488,17811.34,0.98,0.34,8.53,0.92,43653.88,4
112,6.71,3.352783203,0,15.88260078,5.057501978,312.724823,308.4718375,-682.4472046,-669.9503784,-677.4496279,3.716108674,1,5.388357579,24.89792812,79998.4,1660.1,171.905,738.132,50.4,0.232891948865515,99431.52,0.8,0.4,12.5,0.37,59278.54,4
113,6.71,0,0.285775065,5.240252018,2.090191027,560.8320313,557.24113,-929.6400146,-922.0200195,-926.0906253,10.94932486,0,80.78826183,7.398192475,50229,952.3,243.492,303.008,175.9,0.803582743689936,56729.81,0.89,0.47,7.62,0.7,242301.33,4
114,3.66,3.657592773,0,16.56223488,4.080386997,178.0032043,161.410026,-547.4207764,-511.1495972,-530.3501964,1.955318181,2,22.45973586,5.548875919,281270.5,4351.1,552.687,1692.318,140.9,0.326585783522955,601938.05,0.47,0.47,36.27,0.19,9294.89,3
115,2.13,0.914367676,0.63912797,7.921709538,4.87585374,146.6087952,143.714355,-516.3311768,-507.1871948,-512.7922692,7.623406544,1,33.5429888,26.68192291,19498,522,131.751,179.355,101.2,0.734582253073514,19997.46,0.98,0.39,9.14,0.9,6195.95,3
116,0.61,0,0.285835922,14.27187157,5.808088438,341.3760071,338.8824158,-710.4888306,-698.9064331,-707.8507148,0,0,67.92920822,0.859863395,17286.6,534,118.183,203.218,89.8,0.581557736027321,17919.22,0.96,0.23,11.58,0.76,75011.58,4
117,2.44,0.30480957,0,22.26718712,12.71151499,337.1087952,312.427264,-706.2216187,-643.1279907,-681.3633501,0,0,7.550753678,54.88108771,80711.1,1164,312.243,375.71,99.4,0.831074498948657,88144.25,0.92,0.39,63.09,0.75,61220.25,4
118,2.44,2.133605957,0,23.91365242,6.836357901,365.1504211,346.57672,-734.5679932,-690.0671997,-715.5413174,3.593289811,3,53.78705686,5.839095943,264744.9,3881.8,467.584,1342.097,76.3,0.348398066607704,408389.87,0.65,0.43,44.5,0.22,79285.45,4
119,1.83,0.30480957,0,4.642789841,2.639882979,457.5047913,456.895193,-826.6176147,-825.0936279,-826.0451779,26.10141613,0,68.81282435,2.372856013,6264.2,286.2,81.827,93.499,0.9,0.875164440261393,6289.08,1,0.4,1.52,0.96,153581.84,4
120,0.61,0.609619141,0,8.134339333,3.123557584,388.3152161,375.7428886,-757.12323,-722.6807861,-744.6204636,2.743506133,1,48.79521623,17.57150357,227553.4,3477.4,439.386,1353.19,143.5,0.324703847944487,395071.31,0.58,0.36,34.44,0.24,96561.14,4
121,2.44,1.219238281,0,4.905495644,2.011276408,424.5863953,421.8628581,-793.6992188,-786.9935913,-790.734493,20.77932232,1,58.37100543,2.266835162,78686.7,1302.3,233.492,524.651,5.2,0.445042513975957,89877.47,0.88,0.45,6.71,0.58,127351.1,4
122,1.22,0.914367676,0.404233366,5.865089893,2.491664527,459.0287781,458.19974,-828.1416016,-825.3984375,-827.1388159,59.24070162,0,15.06119533,1.004079688,14803.7,472.7,105.846,178.388,89.7,0.593347086126869,14975.84,0.99,0.38,2.74,0.83,154606.04,4
123,6.4,1.219238281,0,20.67894936,5.740981997,348.9960022,341.7365044,-718.1088257,-677.265625,-710.6429346,11.54574173,1,56.6001775,1.996632028,171226,2514.8,406.439,809.296,45.9,0.502213034538661,254235.38,0.67,0.18,40.84,0.34,76583.09,4
124,13.11,0,0.285839051,16.92553711,6.935697325,309.9815979,303.0181821,-678.7896118,-651.357605,-672.0052676,0,0,6.681074327,81.00802621,35597,818,191.334,275.924,89.9,0.693430074948174,40750.15,0.87,0.25,27.43,0.67,56652.66,4
125,5.18,1.523986816,0,7.04094696,2.715820339,399.2879944,391.9591062,-768.0960083,-744.9312134,-760.8373958,13.81096555,1,46.48568893,21.62595094,220632.6,3201.7,384.735,1057.489,161,0.363819387246581,365980.72,0.6,0.31,23.16,0.27,106902.26,4
126,21.34,5.79119873,0.285835415,28.48711967,6.639487937,561.7463379,549.6878597,-931.468811,-904.0368042,-918.6848297,13.99377594,1,13.41070194,26.96717239,101970.9,1578.1,225.941,676.165,115.6,0.334150688071699,113409.34,0.9,0.47,27.43,0.52,234922.32,4
127,3.66,0.30480957,1.030507565,10.81392288,3.804886866,300.5328064,299.1672913,-669.3408203,-666.5975952,-668.2557227,0,0,3.929020274,94.29648663,3783.2,242.2,56.476,91.937,89.1,0.614290220477066,3922.28,0.96,0.41,2.74,0.81,54834.32,4
128,0.61,0.609619141,0.285839289,9.552824974,4.151716856,174.3456116,172.6848615,-543.4584351,-536.7528076,-541.6751874,0,0,0,82.97588076,15764.2,490.8,124.496,170.69,108.5,0.729369031577714,16374.68,0.96,0.27,6.71,0.82,11596.03,3
129,2.13,0.30480957,0,6.850960732,1.872475655,459.3335876,457.9097127,-828.4464111,-824.7888184,-826.7974719,15.40714671,1,66.96182992,2.666621545,50167.3,1427.5,118.92,643.389,85.6,0.184833747546197,59364.13,0.85,0.46,3.66,0.31,154378.04,4
130,1.83,0.30480957,0.80842942,9.139511108,3.543761366,452.9327698,451.5852637,-822.0455933,-817.4736328,-820.6499465,11.89560832,1,63.44324435,13.21734257,11245.9,394.8,111.244,131.286,56.4,0.847340919823896,11510.89,0.98,0.31,4.57,0.91,149448.17,4
131,0.3,0.30480957,0.285839558,5.240317345,3.031516093,239.2679749,237.5939345,-608.3807983,-603.8088379,-606.5613826,0,0,51.43906718,28.05767301,9535.9,361.2,97.36,128.128,127.3,0.759865134865135,9636.51,0.99,0.41,4.57,0.92,29788.67,3
132,1.83,0.30480957,0.404235929,4.746330261,2.843453702,212.1407776,211.2663659,-581.2536011,-578.8151855,-580.3442023,0,0,72.77528015,18.61693214,8782.6,350.1,93.898,117.855,89.5,0.796724788935556,8802.89,1,0.39,2.44,0.9,21393.85,3
133,0.3,0,0,24.81940079,13.31036904,332.2320251,322.1999966,-701.3447876,-673.3032227,-691.1880109,0,0,0,18.30604786,18675.5,535.8,117.946,201.372,89.6,0.585712015573168,19440.33,0.96,0.36,28.04,0.82,66151.84,4
134,4.88,0.30480957,0,3.230522156,1.555827381,365.1504211,363.782098,-733.9584351,-730.3007813,-732.6560875,2.16920873,0,43.38417458,32.53813093,34261.7,722.2,185.428,245.155,58.6,0.756370459505211,36183.5,0.95,0.37,3.66,0.83,89270.74,4
135,0.3,0.30480957,0.285838515,17.97421837,7.426841959,475.183197,470.3998964,-844.2960205,-830.2752075,-839.3742775,0,0,0,0.389875241,38125.4,877.9,145.485,373.23,148.1,0.389799855317097,40618.66,0.94,0.35,14.02,0.62,164349.08,4
136,0.3,0,0,2.457357407,1.303676199,455.9808044,455.482558,-824.7888184,-823.5695801,-824.4136681,0,0,96.99491373,0,7968.8,336.5,87.43,119.554,153.6,0.731301336634492,8067.68,0.99,0.34,1.22,0.89,152476.63,4
137,9.75,7.619995117,0,22.01641274,8.078881649,168.8592224,161.0157285,-538.2767944,-509.6256104,-529.9801242,22.71917407,4,9.184346964,1.519215287,215250,3646.7,280.836,1623.646,108.8,0.172966274668247,320831.32,0.67,0.29,28.65,0.2,9219.02,3
138,1.22,0.609558105,0,5.30163908,2.09612701,456.5904236,455.3006451,-826.0079956,-820.826416,-824.191442,12.1622069,0,24.94811672,11.22665252,47664.2,1164.4,133.85,506.62,95.9,0.26420196597055,56105.7,0.85,0.36,5.18,0.44,152334.59,4
139,0.91,0.609558105,0.903841496,4.642848492,2.848174169,168.5544128,167.7982577,-537.9719849,-535.5336304,-536.8759026,8.123864674,0,24.37159403,16.24772935,7318.8,314.4,93,96.874,65.5,0.960009909779714,7454.65,0.98,0.47,2.44,0.93,10567.48,3
140,3.05,1.219177246,1.143222213,7.85629797,4.89214964,157.2767639,154.6906106,-526.9992065,-519.3792114,-523.8988654,19.21493705,1,18.20362458,20.22624953,14697.9,460.8,124.965,156.289,69,0.799576425724139,15222.85,0.97,0.41,7.62,0.87,8044.41,3
141,0.61,0.609619141,0.285783619,6.502589703,3.031904871,457.1999817,455.3595474,-826.3128052,-821.4360352,-824.315107,19.66162912,0,34.88353554,6.976707107,23435.9,617.9,130.849,249.118,65.7,0.525249078749829,24215.12,0.97,0.42,4.88,0.77,152380.58,4
142,0.61,0,0.28578648,2.856100559,1.313744221,470.0016174,469.8160812,-839.1143799,-838.2000122,-838.7831102,8.77047175,0,74.54900987,13.15570764,3389.6,214.6,57.659,69.263,90.6,0.832464663673245,3414.05,0.99,0.41,0.91,0.93,163876.06,4
143,0.61,0,0.639144719,5.255788803,3.185002774,237.4391785,236.7123671,-606.8568115,-604.418396,-605.8955172,0,0,99.01924374,3.960769751,3752.8,223.9,57.578,80.021,0.2,0.719536121768036,3755.19,1,0.41,2.44,0.94,29485.14,3
144,10.97,0.914428711,0.639132559,9.10936451,5.096722768,241.7063904,231.4499052,-610.8192139,-584.6063843,-600.3691036,13.71408161,0,15.40196857,39.66534372,70450.9,1235.4,251.519,451.726,123,0.556795491072022,80824.13,0.87,0.4,26.21,0.58,27705.57,3
145,1.83,0.30480957,0,17.83653641,8.434119443,161.8487854,158.2281374,-531.571228,-517.2456055,-527.4379337,0,0,0,0,9969.4,393.3,113.552,127.051,53.8,0.893751328206783,10756.05,0.93,0.29,14.33,0.81,8691.49,3
146,24.99,2.438415527,0.285845011,12.00819111,5.029457407,280.1111755,267.2454572,-649.5288086,-620.5728149,-636.170224,4.076658466,1,24.66378372,36.18034389,145846.3,1891.7,379.896,695.753,30,0.546021361028986,179978.42,0.81,0.46,28.96,0.51,40903.22,4
147,0.91,0,0.285844743,4.642902851,2.273488628,391.6679993,390.8503549,-760.7808228,-758.0375977,-759.8809243,10.74177414,1,36.82893989,36.82893989,9686.4,371.8,106.059,118.663,127.5,0.893783234875235,10130.58,0.96,0.34,2.74,0.88,106178.45,4
148,0.61,0,0,4.035662651,2.257720333,368.8080139,366.6508536,-737.6160278,-731.8248291,-735.5555125,0,0,50.29574114,24.54432168,36941.9,750.4,160.828,285.347,150.5,0.563622536771019,38010.53,0.97,0.36,5.79,0.83,90993.24,4
149,0.91,0,0.404243261,5.043951511,2.423067418,158.8008118,158.0015428,-527.9136353,-525.7800293,-526.9721191,0,0,33.38988719,42.29385711,6677.5,310.9,69.3,117.459,89.2,0.589993103976707,6755.54,0.99,0.46,2.13,0.87,8649.29,3
150,10.36,0,0,7.412108898,2.59107355,241.4015808,239.8846819,-610.2095947,-605.9423828,-608.8025633,0,0,55.77564543,23.7343172,12525.4,413,114.39,140.771,14.1,0.812596344417529,12684.47,0.99,0.34,4.27,0.93,30584.65,3
151,1.52,1.219238281,0,29.89941025,8.918105566,469.6968079,461.2379646,-838.8096313,-801.6240234,-830.2777291,19.40544811,0,19.40544811,2.494986185,53618.4,1099.5,237.208,389.348,60.4,0.609244172308577,62421.48,0.86,0.23,37.19,0.56,157004.52,4
152,8.53,4.572021484,0,28.71323776,7.132244273,562.355957,528.6721826,-931.468811,-864.7175903,-897.6288566,1.13300328,2,21.18452645,5.928505537,564127.4,9276.2,964.622,1888.704,12.1,0.510732226966216,1300000,0.43,0.51,66.75,0.08,214991.89,4
153,0.91,0.30480957,0,4.979409695,1.705742385,450.1896057,449.5688387,-819.3024292,-817.1688232,-818.5032371,30.67129647,0,47.2849154,19.1695603,11631.1,410.4,93.743,142.888,89.8,0.656059291193102,11826.28,0.98,0.39,2.13,0.87,147893.19,4
154,7.01,5.18157959,0,12.19603443,3.695860976,336.1943665,330.7513974,-705.9168091,-689.4575806,-699.7179081,7.551299441,4,67.47969713,1.285327564,92515.8,1327.5,325.689,434.794,90,0.749065074495048,107114.24,0.86,0.38,16.46,0.66,70623.81,4
155,5.49,0,2.079981089,5.301796436,3.429690032,332.5367737,331.3911733,-701.3447876,-698.9064331,-700.3148004,0,0,52.47806675,22.9591542,4531.9,262.3,54.941,103.712,116.8,0.529745834618945,4567.03,0.99,0.44,2.44,0.83,70964.26,4
156,3.96,2.743225098,0,17.30014038,5.356527533,249.6311951,243.0225755,-619.0488281,-595.8840332,-611.9988715,8.322064755,1,44.38434536,5.991886623,133958.4,2225.1,219.683,973.018,172.2,0.225774857196886,169025.05,0.79,0.31,23.16,0.34,31692.04,3
157,0.61,0.30480957,0.639152288,4.437744617,2.547350036,445.9223938,445.4528404,-815.3400269,-813.5112305,-814.5162271,0,0,94.24288871,2.771849668,5362.5,268.9,70.57,93.95,35.8,0.751144225651942,5413.67,0.99,0.48,1.83,0.93,144744.36,4
158,1.22,0.609619141,0.285847604,17.03063583,5.533675819,173.7359924,167.6779849,-542.8488159,-526.0847778,-536.6210909,0,0,12.94542128,75.19361722,53966.2,892.4,239.854,277.53,117,0.864245306813678,56214.69,0.96,0.37,16.76,0.85,10542.77,3
159,0.61,0,0.404165596,3.342010975,1.242610161,452.6280212,452.5365784,-821.7407837,-820.826416,-821.4207825,0,0,91.79439383,4.831283886,3076.6,201,56.686,69.07,179.9,0.820703633994498,3078.73,1,0.39,0.91,0.96,150184.6,4
160,0.91,0.304748535,0,15.18563652,3.819446602,322.4784241,319.8896305,-691.5911865,-684.5808105,-688.8561393,2.682547468,1,42.2501226,36.88502766,22164.2,666.9,136.73,254.356,78.7,0.53755366494205,25384,0.87,0.4,7.01,0.63,64968.72,4
161,0.3,0,0.639156878,6.661296844,2.996007277,180.7463684,180.1876017,-550.1640015,-548.3352051,-549.3850776,0,0,64.23789807,21.41263269,2776.7,197.9,47.51,70.923,17.7,0.669881420695684,2839.75,0.98,0.45,1.83,0.89,13268.18,3
162,0.3,0,0,2.175755501,0.943821314,231.6479797,231.4411556,-600.7608032,-599.8464355,-600.3580213,0,0,100.0926283,0,4158.1,247.9,69.645,85.498,146,0.81458045802241,4324.62,0.96,0.49,0.91,0.85,27702.66,3
163,25.6,0,0.857492089,6.874459744,4.147567816,322.4784241,319.0403525,-691.286438,-683.3616333,-687.9361924,0,0,0,61.28390471,17705.8,605.3,117.894,238.963,89.5,0.493356712126982,20312.59,0.87,0.43,7.92,0.61,64536.5,4
164,3.66,0.914428711,1.428958654,5.810063362,3.914769256,165.5063782,164.2230219,-535.2288208,-531.8759766,-533.469522,52.84768746,0,14.09271666,3.523179163,8437.9,343.7,97.306,109.204,161.7,0.89104794696165,8662.66,0.97,0.54,3.35,0.9,9845.21,3
165,12.19,9.143981934,0,28.32277489,7.195181798,221.8943787,207.2290527,-591.3120117,-557.7839966,-576.2056488,5.962555258,4,30.12937215,2.216170981,281699.4,4220.8,290.02,1832.819,138.1,0.158237119977477,400514.99,0.7,0.45,33.53,0.2,20229.1,3
166,2.13,1.219238281,0.285848618,24.70763969,7.801067366,169.7735901,164.8886286,-539.1912231,-520.2935791,-533.9034707,0,0,1.76385474,53.79756957,33708.3,733.4,163.942,284.848,120.7,0.575542043475819,35128.05,0.96,0.28,18.9,0.79,9977.74,3
167,0.3,0.30480957,0,22.25488853,7.409605805,528.5231934,515.2698221,-897.3312378,-860.1456299,-884.1948938,4.687023019,1,26.27199744,19.36480563,120510.9,1906.3,359.852,671.201,156.9,0.536131501591922,169652.78,0.71,0.35,37.19,0.42,202742.91,4
168,0.3,0.30480957,0.639157474,6.64319706,2.890310777,183.4895935,182.1941817,-552.602417,-549.2496338,-551.198716,0,0,1.295969764,51.8387906,11469.5,424.1,100.457,151.865,107.6,0.661488822309288,12045.56,0.95,0.43,3.35,0.8,13734.48,3
169,33.83,0,0,8.071279526,3.892319069,575.1575928,572.2120918,-943.9656372,-936.9552002,-941.1334018,2.266388429,1,28.10321653,57.56626613,32792.6,905.7,130.872,377.949,83.8,0.346268941047602,37448.05,0.88,0.41,7.01,0.5,257264.11,4
170,0.91,0.914367676,0,13.34211159,4.122835361,332.5367737,325.8950852,-701.6495972,-683.9711914,-694.8064627,5.746734207,1,45.43929373,34.7476952,111221.1,1838.5,372.817,537.763,70.9,0.693273802771853,153769.52,0.72,0.39,17.68,0.41,68066.25,4
171,10.67,0.30480957,0,15.34601402,4.675205786,238.3536072,227.8714683,-607.1616211,-579.4248047,-596.7684558,10.70411976,1,31.09980742,18.37058392,205518.4,3115.2,546.439,819.4,175.3,0.666876983158409,308071.09,0.67,0.38,27.74,0.27,26527.12,3
172,0.61,0,0,6.421864986,2.190293815,448.9703674,447.7232937,-818.0831909,-814.1207886,-816.6236039,0,0,28.03523851,45.55726258,21207.8,589.1,142.767,211.686,107.7,0.67442816246705,22680.78,0.94,0.38,3.96,0.77,146477.12,4
173,10.06,8.534362793,0.285848379,27.73233604,8.286194714,455.0663757,447.9665642,-827.5319824,-806.5007935,-817.1551214,25.79116689,0,5.698048498,21.89250213,49564.1,871.7,251.876,264.543,179.7,0.952117425144494,52817.52,0.94,0.5,21.03,0.82,146663.39,4
174,11.89,1.523986816,0.808298349,3.342035055,1.906886701,335.5848084,334.4796394,-705.0023804,-702.5640259,-703.4410878,38.01423223,1,61.09430178,0,21896.9,566.7,136.219,200.561,72.7,0.679189872407896,22546.18,0.97,0.67,2.44,0.86,72619.28,4
175,0.3,0,0.639160931,14.25151062,9.108706357,315.4679871,310.9938313,-684.5808105,-673.6080322,-679.8996808,0,0,2.447650306,4.895300615,12145.6,462.6,87.677,190.894,66.2,0.45929678250757,12736.28,0.95,0.43,10.97,0.71,60512.97,4
176,2.13,1.828796387,0.285791397,10.82496738,5.030616094,450.1896057,444.8986666,-819.9119873,-808.3295898,-813.8955255,0,0,25.03445698,50.06891396,40968.6,773.1,184.455,294.419,24.5,0.626505082892069,41872.7,0.98,0.52,11.58,0.86,144323,4
177,0.91,0,0,3.754285336,1.873018985,443.4839783,443.1261796,-812.5968018,-811.3776245,-812.0932193,0,0,77.72163375,12.95360562,3442.5,224.7,57.368,81.155,92.3,0.706894214774198,3538.74,0.97,0.45,1.22,0.86,142979.41,4
178,1.52,0,0.639164448,3.088830233,1.786972204,208.7879944,208.4679443,-577.9008179,-576.9863892,-577.6112488,57.7536682,0,33.68963977,0,3088.5,204.7,54.849,70.391,116.5,0.779204727877143,3105.31,0.99,0.36,0.91,0.93,20583.05,3
179,17.37,0,0.571687698,12.22138405,4.061324037,558.6983643,549.8949269,-927.5064087,-910.4376221,-918.775488,0,0,46.29313954,23.3246203,83482.7,1317.2,299.722,397.361,107.1,0.754281371347465,97122.51,0.86,0.51,17.07,0.61,235123.09,4
180,17.98,3.047973633,0.639032423,23.57271957,6.117273465,248.4120178,242.976726,-617.8295898,-592.2263794,-611.9720027,43.05833258,0,31.75008362,9.1335857,68351.5,1078.1,220.762,412.239,137.2,0.535519443817785,72669.37,0.94,0.23,25.6,0.74,31675.71,3
181,1.22,0.914367676,0.857502937,17.45640373,8.303968915,214.8840027,212.1739184,-584.6063843,-574.8527832,-581.27348,0,0,2.283015701,50.22634542,6510.7,298.7,81.021,105.433,179.9,0.768459590450808,6537.03,1,0.35,9.75,0.92,21660.16,3
182,10.36,0,1.666296124,20.27856445,10.8322153,240.7920227,231.1774499,-609.9047852,-586.7399902,-600.0683355,0,0,0,50.49364057,32381.4,743.8,161.739,298.669,46.7,0.541532599633708,34354.71,0.94,0.43,23.16,0.74,27614.94,3
183,10.06,0,0,10.90044975,4.817630822,240.4872131,239.5002282,-609.9047852,-605.9423828,-608.7001227,13.86962014,0,18.49282686,9.246413437,3215.1,222.5,47.222,81.984,18.2,0.57599043715847,3382.34,0.95,0.31,3.96,0.82,30450.33,3
184,17.98,0,0,9.074973106,4.0191728,345.3384094,335.4844425,-714.1464233,-689.152832,-704.3883151,13.76745675,0,46.8339377,12.53821954,120921.7,1951.5,349.8,705.405,106.9,0.495885342462841,172780.65,0.7,0.39,24.99,0.4,73161.83,4
185,3.66,0.609619141,0,4.510359287,1.887745304,376.7328186,374.5750525,-745.5408325,-738.5303955,-743.4570041,13.62767076,0,43.85632226,22.29982488,59990.3,1251.6,204.622,459.849,68.6,0.444976503156471,78153.23,0.77,0.3,7.01,0.48,95836.71,4
186,13.11,0,0.28585434,5.69818449,2.798313291,244.1448059,243.2393583,-612.9528198,-610.5144043,-612.1280571,69.38812507,0,33.18562504,0,4927,264.7,65.307,97.402,26.7,0.670489312334449,5023.4,0.98,0.35,2.44,0.89,31769.27,3
187,1.83,0,0.285855114,2.870308876,1.495727283,293.827179,293.5528656,-662.9400024,-662.0256348,-662.604715,0,0,94.12243268,0,3158.5,231.3,48.131,86.324,33.7,0.557562207497336,3438.87,0.92,0.41,0.91,0.74,52236.41,4
188,9.75,7.924804688,0,14.4733181,4.982361623,300.837616,292.6949269,-670.8648071,-647.3952026,-661.6568082,7.141950488,3,16.11293707,3.919363072,170662,2801.4,366.077,935.48,58.2,0.391325308932313,278183.22,0.61,0.39,23.47,0.27,51844.98,4
189,7.62,0,1.616460204,11.50670147,4.504992195,548.3352051,544.5736902,-917.1431885,-909.2183838,-913.558351,0,0,7.901726522,64.34263026,13167.9,458.6,99.857,170.961,105.6,0.584092278355882,14127.1,0.93,0.46,7.92,0.79,229990.92,4
